"city","city_ascii","province_id","province_name","lat","lng","population","density","timezone","ranking","postal","id"
"Les Coteaux","Les Coteaux","QC","Quebec","45.2800","-74.2300","4568","393.2","America/Montreal","3","J7X","1124001989"
"Melville","Melville","SK","Saskatchewan","50.9306","-102.8078","4562","307.8","America/Regina","3","S0A","1124823140"
"Saint-Germain-de-Grantham","Saint-Germain-de-Grantham","QC","Quebec","45.8333","-72.5667","4551","51.9","America/Montreal","3","J0C","1124972184"
"Iroquois Falls","Iroquois Falls","ON","Ontario","48.7667","-80.6667","4537","7.6","America/Toronto","3","P0K","1124652927"
"Havelock-Belmont-Methuen","Havelock-Belmont-Methuen","ON","Ontario","44.5667","-77.9000","4530","8.3","America/Toronto","3","K0L","1124001644"
"Cornwallis","Cornwallis","MB","Manitoba","49.7981","-99.8481","4520.00","9.00","America/Winnipeg","3","R7A","1124000766"
"Saint-Boniface","Saint-Boniface","QC","Quebec","46.5000","-72.8167","4511","41.4","America/Montreal","3","G0X","1124000235"
"Edenwold No. 158","Edenwold No. 158","SK","Saskatchewan","50.5166","-104.3451","4490.00","5.30","America/Regina","4","S0G S4L","1124001180"
"Coverdale","Coverdale","NB","New Brunswick","46.0003","-64.8859","4466.00","18.90","America/Moncton","4","E1J E4J","1124001531"
"Vanderhoof","Vanderhoof","BC","British Columbia","54.0143","-124.0089","4439","81.0","America/Vancouver","3","V0J","1124100075"
"Southwold","Southwold","ON","Ontario","42.7500","-81.3167","4421","14.7","America/Toronto","3","N5P N5L N0L","1124001461"
"Goulds","Goulds","NL","Newfoundland and Labrador","47.4517","-52.7647","4418.00","721.30","America/St_Johns","3","A1S","1124000955"
"Saint Stephen","Saint Stephen","NB","New Brunswick","45.2000","-67.2833","4415","326.6","America/New_York","3","E3L","1124128038"
"Waterloo","Waterloo","QC","Quebec","45.3500","-72.5167","4410","360.2","America/Montreal","3","J0E","1124389471"
"Nipawin","Nipawin","SK","Saskatchewan","53.3572","-104.0192","4401","505.0","America/Regina","3","S0E","1124567955"
"Neuville","Neuville","QC","Quebec","46.7000","-71.5833","4392","61.0","America/Montreal","3","G0A","1124862301"
"Saint-Cyrille-de-Wendover","Saint-Cyrille-de-Wendover","QC","Quebec","45.9333","-72.4333","4389","39.8","America/Montreal","3","J1Z","1124582350"
"Central Frontenac","Central Frontenac","ON","Ontario","44.7167","-76.8000","4373","4.3","America/Toronto","3","K0H","1124000254"
"Mont-Orford","Mont-Orford","QC","Quebec","45.3661","-72.1838","4337.00","31.80","America/Montreal","4","J1X","1124618048"
"Saint-Jean-de-Matha","Saint-Jean-de-Matha","QC","Quebec","46.2300","-73.5300","4335","39.6","America/Montreal","3","J0K","1124833822"
"Seguin","Seguin","ON","Ontario","45.2882","-79.8116","4304","7.2","America/Toronto","3","P0C P2A","1124001464"
"Tyendinaga","Tyendinaga","ON","Ontario","44.3000","-77.2000","4297","13.7","America/Toronto","3","K0K","1124000109"
"Hampton","Hampton","NB","New Brunswick","45.5330","-65.8330","4289","203.4","America/Moncton","3","E5N","1124175945"
"Sussex","Sussex","NB","New Brunswick","45.7167","-65.5167","4282","478.3","America/Moncton","3","E5P E4E","1124362993"
"Grand Forks","Grand Forks","BC","British Columbia","49.0333","-118.4400","4274","388.1","America/Vancouver","3","V0H","1124547325"
"La Pocatière","La Pocatiere","QC","Quebec","47.3667","-70.0333","4266","196.3","America/Montreal","3","G0R","1124845219"
"Caraquet","Caraquet","NB","New Brunswick","47.7853","-64.9592","4248","62.1","America/Moncton","3","E1W","1124593896"
"Saint-Étienne-des-Grès","Saint-Etienne-des-Gres","QC","Quebec","46.4333","-72.7667","4217","40.2","America/Montreal","3","G0X","1124635032"
"Altona","Altona","MB","Manitoba","49.1044","-97.5625","4212","445.2","America/Winnipeg","3","R0G","1124628560"
"Stellarton","Stellarton","NS","Nova Scotia","45.5567","-62.6600","4208","468.1","America/Halifax","3","B0K","1124388660"
"Wolfville","Wolfville","NS","Nova Scotia","45.0833","-64.3667","4195","649.8","America/Halifax","3","B4P","1124909280"
"New Maryland","New Maryland","NB","New Brunswick","45.8911","-66.6847","4174","195.7","America/Moncton","3","E3C","1124001875"
"Port Hardy","Port Hardy","BC","British Columbia","50.7225","-127.4928","4132","106.7","America/Vancouver","3","V0N","1124937351"
"Saint-Donat","Saint-Donat","QC","Quebec","46.3167","-74.2167","4130","11.7","America/Montreal","3","J0T","1124430126"
"Château-Richer","Chateau-Richer","QC","Quebec","46.9667","-71.0167","4126","18.0","America/Montreal","3","G0A","1124518769"
"Madawaska Valley","Madawaska Valley","ON","Ontario","45.5000","-77.6667","4123","6.1","America/Toronto","3","K0J","1124000653"
"Deep River","Deep River","ON","Ontario","46.1000","-77.4917","4109","82.0","America/Montreal","3","K0J","1124309248"
"Asphodel-Norwood","Asphodel-Norwood","ON","Ontario","44.3531","-78.0183","4109","25.5","America/Toronto","3","K0L","1124001973"
"Red Lake","Red Lake","ON","Ontario","51.0333","-93.8333","4107","6.7","America/Winnipeg","3","P0V","1124856215"
"Métabetchouan-Lac-à-la-Croix","Metabetchouan-Lac-a-la-Croix","QC","Quebec","48.4333","-71.8667","4097","21.9","America/Montreal","3","G8G","1124093309"
"Berthierville","Berthierville","QC","Quebec","46.0833","-73.1833","4091","596.8","America/Montreal","3","J0K","1124734495"
"Vermilion","Vermilion","AB","Alberta","53.3542","-110.8528","4084","315.8","America/Edmonton","3","T9X","1124995979"
"Niverville","Niverville","MB","Manitoba","49.6056","-97.0417","4083","1767.5","America/Winnipeg","3","R0A","1124001529"
"Hastings Highlands","Hastings Highlands","ON","Ontario","45.2333","-77.9333","4078","4.2","America/Toronto","3","K0J K0L","1124000285"
"Carstairs","Carstairs","AB","Alberta","51.5619","-114.0953","4077","342.1","America/Edmonton","3","T0M","1124621475"
"Danville","Danville","QC","Quebec","45.7833","-72.0167","4070","26.7","America/Montreal","3","J0A J1T","1124290094"
"Channel-Port aux Basques","Channel-Port aux Basques","NL","Newfoundland and Labrador","47.5694","-59.1361","4067","104.9","America/St_Johns","3","A0M","1124993496"
"Battleford","Battleford","SK","Saskatchewan","52.7383","-108.3153","4065","174.2","America/Regina","3","S0M","1124885955"
"Lac-Etchemin","Lac-Etchemin","QC","Quebec","46.4000","-70.5000","4061","25.8","America/Montreal","3","G0R","1124000895"
"Saint-Antonin","Saint-Antonin","QC","Quebec","47.7667","-69.4833","4027","22.9","America/Montreal","4","G0L","1124990343"
"Saint-Jacques","Saint-Jacques","QC","Quebec","45.9500","-73.5667","4021","59.7","America/Montreal","3","J0K","1124472694"
"Swan River","Swan River","MB","Manitoba","52.1058","-101.2667","4014","560.4","America/Winnipeg","3","R0L","1124210942"
"Sutton","Sutton","QC","Quebec","45.0910","-72.5792","4012.00","16.30","America/Montreal","4","J0E","1124001526"
"Northern Bruce Peninsula","Northern Bruce Peninsula","ON","Ontario","45.0800","-81.3800","3999","5.1","America/Toronto","3","N0H","1124000606"
"L’Islet-sur-Mer","L'Islet-sur-Mer","QC","Quebec","47.1000","-70.3500","3999","33.3","America/Montreal","3","G0R","1124309185"
"Carleton-sur-Mer","Carleton-sur-Mer","QC","Quebec","48.1000","-66.1333","3991","18.0","America/Montreal","3","G0C","1124001943"
"Oka","Oka","QC","Quebec","45.4700","-74.0800","3969","69.3","America/Montreal","3","J0N","1124446142"
"Prescott","Prescott","ON","Ontario","44.7167","-75.5167","3965","1273.5","America/Toronto","3","K0E","1124461297"
"Amaranth","Amaranth","ON","Ontario","43.9833","-80.2333","3963","15.0","America/Toronto","3","L9W","1124001154"
"Marmora and Lake","Marmora and Lake","ON","Ontario","44.6425","-77.7372","3953","7.1","America/Toronto","3","K0K K0L","1124000420"
"Maniwaki","Maniwaki","QC","Quebec","46.3750","-75.9667","3930","677.7","America/Montreal","3","J9E","1124137130"
"Morin-Heights","Morin-Heights","QC","Quebec","45.9000","-74.2500","3925","69.5","America/Montreal","3","J0R","1124001231"
"Dundas","Dundas","NB","New Brunswick","46.3155","-64.6947","3914.00","22.40","America/Moncton","4","E4R E4V","1124001475"
"Napierville","Napierville","QC","Quebec","45.1833","-73.4000","3899","796.6","America/Montreal","3","J0J","1124015883"
"Crabtree","Crabtree","QC","Quebec","45.9667","-73.4667","3887","155.0","America/Montreal","3","J0K","1124136084"
"Bancroft","Bancroft","ON","Ontario","45.0500","-77.8500","3881","16.9","America/Toronto","3","K0L","1124451822"
"Saint-Tite","Saint-Tite","QC","Quebec","46.7333","-72.5667","3880","41.9","America/Montreal","3","G0X","1124821328"
"Howick","Howick","ON","Ontario","43.9000","-81.0700","3873","13.4","America/Toronto","3","N0G","1124000394"
"Dutton/Dunwich","Dutton/Dunwich","ON","Ontario","42.6667","-81.5000","3866","13.1","America/Toronto","3","N0L","1124000540"
"Callander","Callander","ON","Ontario","46.1781","-79.4125","3863.00","36.40","America/Toronto","4","P0H","1124853285"
"Simonds","Simonds","NB","New Brunswick","45.3145","-65.8030","3843.00","13.70","America/Moncton","4","E2S","1124001671"
"Baie-d’Urfé","Baie-d'Urfe","QC","Quebec","45.4167","-73.9167","3823","633.9","America/Montreal","3","H9X","1124534130"
"New Richmond","New Richmond","QC","Quebec","48.1667","-65.8667","3810","22.6","America/Montreal","3","G0C","1124960222"
"Perth South","Perth South","ON","Ontario","43.3000","-81.1500","3810","9.7","America/Toronto","3","N4X N5A N0K","1124000996"
"Roxton Pond","Roxton Pond","QC","Quebec","45.4833","-72.6667","3786","38.8","America/Montreal","4","J0E","1124356503"
"Sparwood","Sparwood","BC","British Columbia","49.7331","-114.8853","3784","19.4","America/Edmonton","3","V0B","1124001718"
"Claresholm","Claresholm","AB","Alberta","50.0194","-113.5783","3780","465.9","America/Edmonton","3","T0L","1124380878"
"Breslau","Breslau","ON","Ontario","43.4816","-80.4080","3778.00","691.90","America/Toronto","3","N0B","1124001083"
"Montague","Montague","ON","Ontario","44.9667","-75.9667","3761","13.4","America/Toronto","3","K7A","1124001810"
"Cumberland","Cumberland","BC","British Columbia","49.6206","-125.0261","3753","128.9","America/Vancouver","3","V0R","1124658693"
"Beaupré","Beaupre","QC","Quebec","47.0500","-70.9000","3752","163.4","America/Montreal","3","G0A","1124125524"
"Saint-André-Avellin","Saint-Andre-Avellin","QC","Quebec","45.7167","-75.0667","3749","27.2","America/Montreal","3","J0V","1124494033"
"Saint-Ambroise-de-Kildare","Saint-Ambroise-de-Kildare","QC","Quebec","46.0833","-73.5500","3747","55.3","America/Montreal","3","J0K","1124306240"
"East Angus","East Angus","QC","Quebec","45.4833","-71.6667","3741","472.7","America/Montreal","3","J0B","1124456321"
"Rossland","Rossland","BC","British Columbia","49.0786","-117.7992","3729","62.4","America/Vancouver","3","V0G","1124850810"
"Mackenzie","Mackenzie","BC","British Columbia","55.3381","-123.0944","3714","22.6","America/Vancouver","3","V0J","1124001437"
"Golden","Golden","BC","British Columbia","51.3019","-116.9667","3708","325.0","America/Edmonton","3","V0A","1124428625"
"Raymond","Raymond","AB","Alberta","49.4658","-112.6508","3708","557.1","America/Edmonton","3","T0K","1124125903"
"Saint-Adolphe-d'Howard","Saint-Adolphe-d'Howard","QC","Quebec","45.9700","-74.3300","3702","26.6","America/Montreal","3","J0T","1124001188"
"Warwick","Warwick","ON","Ontario","43.0000","-81.8917","3692","12.7","America/Toronto","3","N0M N0N","1124864287"
"Bowen Island","Bowen Island","BC","British Columbia","49.3833","-123.3833","3680","73.4","America/Vancouver","3","V0N","1124000418"
"Bonnechere Valley","Bonnechere Valley","ON","Ontario","45.5333","-77.1000","3674","6.2","America/Toronto","3","K0J","1124000398"
"Windsor","Windsor","NS","Nova Scotia","44.9803","-64.1292","3648","400.6","America/Halifax","3","B0N","1124800737"
"Pincher Creek","Pincher Creek","AB","Alberta","49.4861","-113.9500","3642","361.1","America/Edmonton","3","T0K","1124252125"
"Alnwick","Alnwick","NB","New Brunswick","47.2656","-65.2292","3640.00","5.40","America/Moncton","4","E1V E9G E9H","1124000627"
"Westville","Westville","NS","Nova Scotia","45.5500","-62.7000","3628","254.9","America/Halifax","3","B0K","1124476279"
"Fruitvale","Fruitvale","BC","British Columbia","49.1161","-117.5414","3627","1363.5","America/Vancouver","3","V0G","1124854890"
"Pasadena","Pasadena","NL","Newfoundland and Labrador","49.0161","-57.6050","3620","73.6","America/St_Johns","3","A0L","1124001778"
"Saint-Prosper","Saint-Prosper","QC","Quebec","46.2167","-70.4833","3605","27.0","America/Montreal","4","G0M","1124232575"
"Ormstown","Ormstown","QC","Quebec","45.1300","-74.0000","3595","25.2","America/Montreal","3","J0S","1124670346"
"Cardston","Cardston","AB","Alberta","49.2025","-113.3019","3585","417.5","America/Edmonton","3","T0K","1124479644"
"Westbank","Westbank","BC","British Columbia","49.8423","-119.6743","3581.00","80.60","America/Vancouver","4","V4T","1124001101"
"De Salaberry","De Salaberry","MB","Manitoba","49.4403","-96.9844","3580","5.3","America/Winnipeg","3","R0A","1124001664"
"Headingley","Headingley","MB","Manitoba","49.8681","-97.3908","3579","33.4","America/Winnipeg","3","R4H R4J","1124000273"
"Grande Cache","Grande Cache","AB","Alberta","53.8773","-119.1199","3571.00","102.10","America/Edmonton","4","T0E","1124001952"
"Atholville","Atholville","NB","New Brunswick","47.9894","-66.7125","3570","29.8","America/Moncton","3","E3N","1124001302"
"Saint-Agapit","Saint-Agapit","QC","Quebec","46.5667","-71.4333","3567","54.5","America/Montreal","4","G0S","1124119699"
"Prince Albert No. 461","Prince Albert No. 461","SK","Saskatchewan","53.1089","-105.6574","3562.00","3.50","America/Regina","4","S6V","1124001802"
"Casselman","Casselman","ON","Ontario","45.3000","-75.0833","3548","693.4","America/Toronto","3","K0A","1124666499"
"Saint-Ambroise","Saint-Ambroise","QC","Quebec","48.5500","-71.3333","3546","23.5","America/Montreal","4","G7P","1124001342"
"Hay River","Hay River","NT","Northwest Territories","60.7531","-115.9004","3528.00","26.50","America/Yellowknife","4","X0E","1124721803"
"Mistissini","Mistissini","QC","Quebec","50.5707","-73.6829","3523.00","4.10","America/Montreal","4","G0W J0Y","1124001942"
"Studholm","Studholm","NB","New Brunswick","45.8133","-65.5747","3522.00","7.80","America/Moncton","4","E5P E4G","1124001373"
"Lumby","Lumby","BC","British Columbia","50.2494","-118.9656","3500","379.5","America/Vancouver","3","V0E","1124173367"
"Saint-Faustin--Lac-Carré","Saint-Faustin--Lac-Carre","QC","Quebec","46.0813","-74.4668","3499.00","28.80","America/Montreal","4","J0T","1124677642"
"Morris-Turnberry","Morris-Turnberry","ON","Ontario","43.8500","-81.2500","3496","9.1","America/Toronto","3","N0G","1124001124"
"Placentia","Placentia","NL","Newfoundland and Labrador","47.2458","-53.9611","3496","60.20","America/St_Johns","3","A0B","1124471582"
"Saint-Pascal","Saint-Pascal","QC","Quebec","47.5333","-69.8000","3490","58.8","America/Montreal","3","G0L","1124617986"
"Mulmur","Mulmur","ON","Ontario","44.1917","-80.1083","3478","12.1","America/Toronto","3","L0M L9V","1124001711"
"Blind River","Blind River","ON","Ontario","46.1833","-82.9500","3472","6.6","America/Toronto","3","P0R","1124244510"
"Dunham","Dunham","QC","Quebec","45.1333","-72.8000","3471","17.8","America/Montreal","3","J0E","1124514371"
"Havre-Saint-Pierre","Havre-Saint-Pierre","QC","Quebec","50.2333","-63.6000","3460","1.2","America/Montreal","3","G0G","1124890113"
"Saint-Anselme","Saint-Anselme","QC","Quebec","46.6333","-70.9667","3458","46.9","America/Montreal","4","G0R","1124041118"
"Trois-Pistoles","Trois-Pistoles","QC","Quebec","48.1200","-69.1800","3456","450.9","America/Montreal","3","G0L","1124667916"
"Grande-Rivière","Grande-Riviere","QC","Quebec","48.4000","-64.5000","3456","39.5","America/Montreal","3","G0C","1124608500"
"Powassan","Powassan","ON","Ontario","46.0825","-79.3619","3455","15.4","America/Toronto","3","P0H","1124971329"
"Malartic","Malartic","QC","Quebec","48.1333","-78.1333","3449","23.2","America/Montreal","3","J0Y","1124600555"
"Bonavista","Bonavista","NL","Newfoundland and Labrador","48.6597","-53.1208","3448","109.4","America/St_Johns","3","A0C","1124990261"
"Killarney - Turtle Mountain","Killarney - Turtle Mountain","MB","Manitoba","49.1775","-99.6906","3429.00","3.70","America/Winnipeg","4","R0K","1124001432"
"Woodlands","Woodlands","MB","Manitoba","50.2408","-97.7358","3416.00","2.90","America/Winnipeg","4","R0C","1124530756"
"Lewisporte","Lewisporte","NL","Newfoundland and Labrador","49.2300","-55.0700","3409","92.4","America/St_Johns","3","A0G","1124582594"
"Saint-Denis-de-Brompton","Saint-Denis-de-Brompton","QC","Quebec","45.4500","-72.0833","3402","48.1","America/Montreal","4","J0B","1124001970"
"Invermere","Invermere","BC","British Columbia","50.5083","-116.0303","3391","315.9","America/Edmonton","3","V0A","1124839399"
"Salisbury","Salisbury","NB","New Brunswick","46.0776","-65.1996","3388.00","3.90","America/Moncton","4","E4Z E4J","1124001982"
"Bifrost-Riverton","Bifrost-Riverton","MB","Manitoba","51.0603","-97.1436","3378","2.1","America/Winnipeg","3","R0C","1124000047"
"Buckland No. 491","Buckland No. 491","SK","Saskatchewan","53.3276","-105.7804","3375.00","4.30","America/Regina","4","S0J S6V","1124001476"
"Cartier","Cartier","MB","Manitoba","49.9161","-97.7000","3368","6.1","America/Winnipeg","3","R4K R0G R0H","1124001073"
"Sainte-Anne-des-Lacs","Sainte-Anne-des-Lacs","QC","Quebec","45.8500","-74.1333","3363","135.8","America/Montreal","3","J0R","1124001507"
"Highlands East","Highlands East","ON","Ontario","44.9667","-78.2500","3343","4.7","America/Toronto","3","K0L K0M","1124001598"
"Alexander","Alexander","MB","Manitoba","50.4222","-96.0750","3333.00","2.10","America/Winnipeg","3","R0E","1124001199"
"Sainte-Claire","Sainte-Claire","QC","Quebec","46.6000","-70.8667","3325","37.8","America/Montreal","3","G0R","1124401109"
"Percé","Perce","QC","Quebec","48.5333","-64.2167","3312","7.7","America/Montreal","3","G0C","1124000234"
